,Created_At,Tweets
146,2021-11-08 07:30:12+00:00,Gue sujud banget sama shopeefood anjir segini cuma 18 rebu nangis banget https://t.co/2zA10oKoeL
147,2021-11-08 07:22:14+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/xjWW3Uajop https://t.co/OwuQ45LGwR
148,2021-11-08 07:21:22+00:00,"@siilvrot hai kak, maaf buat kendalanya, terkait kendala login tsb, dikarenakan Saat ini sistem Shopee mendeteksi adanya indikasi pelanggaran atas ketentuan promosi Shopeefood. pastiin kamu udahh sesuai dgn kebijakan Shopee yah kak, mimin juga udah bales DM kamu nih, yuk cek DMnya😊^YB"
149,2021-11-08 07:12:45+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/BRemaTNavN https://t.co/ionWk3ut2K
150,2021-11-08 07:09:22+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/VTmahNZYTy https://t.co/fOYxQG7Nfg
151,2021-11-08 07:05:06+00:00,gw bs gila garagara shopeefood trs https://t.co/yoDBKbMaCP
152,2021-11-08 07:00:19+00:00,"Makan Gratis Bareng Teman di ShopeeFood
https://t.co/kzv7ZLVNN8"
153,2021-11-08 06:59:58+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/Bu5aGHJXX4 https://t.co/sOAeHvrb9i
154,2021-11-08 06:56:55+00:00,"@rasjawa Tp shopeefood belum berani bikin kebijakan kayak gini, belum berani nanggung risiko, SOPnya setau saya masih driver datang baru dibuatin makanannya."
155,2021-11-08 06:54:58+00:00,Nemu makan siang enak dan tempatnya lucu apalagi pake shopeefood hanya 20rb saja 🥰 https://t.co/5uGAqKDvkf
156,2021-11-08 06:51:47+00:00,Makan Gratis Bareng Teman di ShopeeFood https://t.co/YXMYt9tX8i https://t.co/LnBcsyBXoV
157,2021-11-08 06:46:22+00:00,@blssomnight shopeefood!!! tiap hari promo
158,2021-11-08 06:31:10+00:00,"@chocomachiato_ @FFOODFESS iya, ini...
Makan Gratis Bareng Teman di ShopeeFood https://t.co/Yu9OQRPpKT"
159,2021-11-08 06:28:58+00:00,"@justtirta_ @SoloMenfess ini mas
Makan Gratis Bareng Teman di ShopeeFood https://t.co/Yu9OQS70Cr"
160,2021-11-08 06:25:40+00:00,"Plss pengen beli bgtt😭
Daritadi mantengin gofood sama shopeefood out of stock muluuu🤧 https://t.co/j59lG6RNcY"
161,2021-11-08 06:25:07+00:00,"Tempe Geprek jadi pelengkap makan Geprek Bensu, siapa yang suka juga😋
.
Yuk order Geprek Bensu, banyak banget promo yang bisa kamu nikmati loh🤩
.
Bisa datang ke outlet Geprek Bensu langsung atau order via Grabfood, Gofood, Shopeefood &amp; EatsbyTraveloka ya😉#geprekbensu #opp https://t.co/SFvWRzlRTt"
